feature,shap_edinburgh,shap_phq9,shap_F53
I51.7,1.3351333890572857e-05,0.00010008102483249696,1.1697262069985804e-05
I95.9,9.218855483434446e-05,2.4547477564920732e-05,3.8673882958407236e-05
IMO00,0.00010919936795243372,0.00012169769776705372,0.00018103618212883532
J00,7.170473612762021e-05,7.252304421329678e-06,2.033163796795232e-05
J01.0,0.0002199981120182571,0.0011179228049230663,0.00013104766115014239
J01.1,6.809776484020738e-05,2.143331275879867e-05,3.7228873102845146e-05
J01.4,2.2758017865100734e-05,0.0010700200503109506,2.1471631478967785e-05
J01.9,3.901711802569462e-05,0.00038490600378710053,5.6680824658859875e-05
J02.0,0.00017226433879827135,0.00010502731644174901,0.0003129149318584063
J02.9,0.0013556050088224933,0.0003694827013679439,0.002402398475465709
J03.9,6.595278957992639e-05,8.256052659246789e-06,1.3803760161496923e-05
J06.9,0.0004758474800953289,0.0007665258016911367,0.0009318617158802347
J10.1,5.949568778243028e-05,0.00018072495960757637,0.00010565910409888983
J11.1,0.00014946309552768205,7.031671772721958e-05,0.0002746606770842482
J18.9,0.00013369455308742271,1.8516717036253144e-05,8.022777836795228e-05
J20.9,2.194199119368787e-06,0.00032008423769264047,5.651089753124057e-05
J30.1,6.49504151199348e-05,0.00018690391652599698,8.357883160356813e-05
J30.2,0.00016700919588186092,0.00020235309465668975,9.90790183045473e-05
J30.8,0.00018477483996392962,1.5101357535756733e-05,9.288703626273586e-05
J30.9,9.857707115910713e-05,0.00011664423144439718,0.00038045527871831533
J31.0,5.723240343193027e-05,0.0003705382947878483,8.164247535098203e-06
J32.9,8.02518627432211e-05,7.488373275453483e-05,8.345482566727578e-05
J34.8,0.00016128206274344453,0.00010677119490628128,3.0347486682818384e-05
J40,0.00012362762406032014,0.00038553404244985725,0.000304543828135679
J45.2,0.0008116657811504389,0.0008521115235014369,0.0023382751781614135
J45.3,1.800008522589124e-05,3.1896862028635486e-05,4.489431868683091e-05
J45.4,0.0002175886498291047,0.00028801842555808044,7.721331060996722e-05
J45.9,0.00211430834338171,0.0003179278030199712,0.0011703228140156014
K02.9,4.051134455062709e-05,5.055686148000178e-05,5.7892535875077284e-05
K04.7,0.00011958526567668916,2.027162883664052e-05,3.142407341712025e-05
K08.8,5.1351998154327316e-05,0.00022282949897161667,0.00031524382446750473
K21.0,0.00010178782311553536,8.86445102948278e-05,5.248819322141149e-05
K21.9,0.0007625208981476719,0.0013641391669364342,0.0019159522974629176
K42.9,3.257215615128989e-05,3.15848514260235e-05,1.2043566299757243e-05
K52.9,0.001058260423094818,0.0010831245670087427,0.0007158441741885766
K58.9,1.8193872836999634e-05,0.0001863503157782353,6.350014978320821e-05
K59.0,0.0007011330248344665,0.0007454510317431709,0.002079464330138507
K62.5,3.801324135430225e-05,3.5000950485496974e-05,5.5356269661181666e-05
K64.4,0.00010802691572447635,7.904853125104562e-05,0.00023633541714922378
K64.9,6.185768812388353e-05,0.0,2.8304473933187314e-05
K66.0,2.5489717876643638e-05,1.3334783619036179e-05,0.00011274104387398799
K76.0,5.39280801059211e-05,4.357908724509016e-05,1.2578727309036365e-05
K80.2,9.758378379586615e-05,7.016191274229186e-05,0.000161128562450609
K83.1,0.00041224771266816377,6.775482614797657e-05,0.00013412752609277668
K92.0,3.674492726037388e-05,0.0,9.888454710225911e-06
L02.2,8.442364864817229e-05,5.6984662667591124e-05,9.249322812892712e-05
L02.3,1.7485540189195624e-05,1.6808024918778974e-05,5.151757633667747e-05
L02.4,5.15236291598757e-05,0.00035208467430539273,4.6727773876619655e-05
L02.9,4.115514058684448e-05,2.109251108305168e-05,4.6681255643505045e-05
L03.0,0.0011464224885808206,2.2516597618529214e-05,3.3458803777797816e-05
L03.1,5.812701919498142e-06,7.617486964729705e-06,8.710789603116215e-05
L08.9,3.847223074975918e-05,7.551354180982724e-05,0.00014199521210334667
L20.8,4.3878338411130663e-05,1.2434155258638296e-05,2.3309303838111385e-05
L29.2,3.707670511568768e-05,0.0,6.713267719273499e-05
L29.8,6.922388513840677e-05,7.75702575629393e-05,6.889672446193674e-05
L29.9,0.0002988053442465872,0.0007938178909062566,0.0003726623882278838
L30.9,0.00011630227659457518,0.0002737349805194619,0.00014272087979041434
L50.9,1.2188793566828751e-05,0.0,2.0321823272153453e-05
L65.9,1.9383249291772206e-05,7.668062236583301e-05,4.5057430426197125e-05
L70.0,0.00024967930919311826,5.795255467586471e-05,8.944789953455314e-05
L70.9,4.743779927797746e-05,7.35356434268024e-05,0.00010625573932310591
L73.2,9.362164439392503e-06,0.0,2.1705160407588806e-05
L73.9,2.541986221499943e-05,1.2885661952020458e-05,4.2974903372003266e-05
L91.8,2.548868162733957e-05,1.1247089162752035e-05,6.030444306849734e-06
L98.9,4.5855156389229976e-05,0.00010087184611586923,0.0001669119311484633
M25.4,1.7829876644541482e-05,8.825367867570129e-05,9.012448677741761e-06
M25.5,0.0010451349882159514,0.00025278123325792284,0.0009640806646778767
M25.6,7.65492802084286e-05,5.309002611346777e-05,3.944471586249591e-06
M32.9,2.9741204271078546e-05,0.0,2.6725290443484936e-05
M41.9,5.98935342617642e-05,2.8414985681443085e-05,2.490543548208999e-05
M53.3,0.00013814250992690645,0.00012864340463364761,8.449579634882569e-05
M54.1,0.0002826801102447037,0.0,4.079304749106836e-05
M54.2,0.00020954210069458728,0.0010633427818388136,0.0009841187402199547
M54.3,0.00017060960110542962,9.132954404379072e-05,0.00013608554804031006
M54.4,0.00020967630677830746,0.0009061167976770915,0.00048333636087112265
M54.5,0.0043321077058913835,0.0008920287421445443,0.004180876565203506
M54.6,4.269989046785715e-05,0.00015585407460068091,3.84889828406645e-05
M54.8,1.8922179736017e-05,4.7197104916268695e-05,2.4109930132504813e-05
M54.9,0.00035850361444564875,0.0020630671288144023,0.0015639106761010206
M62.8,0.0002315293761872658,0.0003537341910727498,0.00015915245534765072
M72.2,2.955377231405651e-05,9.180969019369897e-05,2.7706999498521453e-05
M79.1,5.545777155326616e-05,0.0009549973186360823,3.0860572918012395e-05
M79.6,0.0015072087099841822,0.0008904655432768188,0.0037583785989020882
M79.8,6.42428605255199e-05,0.00020913384170952594,0.0003762718102036643
M94.0,6.693228674346231e-05,0.0,3.386659363481304e-06
N12,0.00010266279702361055,3.753397905008639e-05,0.00015243437100570065
N13.3,1.6956019688329958e-05,9.223090393283812e-05,0.00014617473458593294
N18.9,8.313289914312807e-05,9.384499339741673e-06,3.5677599564161005e-05
N20.0,0.00014736623228347876,0.0001681113704317252,8.396921295830025e-05
N30.0,0.00021391323040206332,0.0010313164017383952,0.0004741573430610174
N30.9,0.00016984887720119664,0.0016220410873627074,0.00012505753922587733
N39.0,0.0002991280227298891,0.00244359192357395,0.0008718259492165416
N61.0,8.62300431788942e-06,5.7250673714915374e-05,2.4540004797857656e-05
N63.0,6.985230120211956e-05,6.682846535655026e-05,8.512663131976521e-05
N63.1,8.241064964542093e-05,0.00041441862489017883,0.0002641759591503924
N63.2,6.231545467984988e-05,8.027064085207796e-06,2.7689607247728347e-05
N64.4,0.00025097283292417686,0.0005823409743108222,5.329923869462935e-05
N64.5,0.00011022603747624796,0.00021084444103158006,2.7471625347501607e-05
N72,9.062223770774944e-06,4.174343753225134e-05,9.919135534634547e-06
N73.6,3.0415812952514996e-06,0.0,5.4043596341355975e-06
N76.0,0.0005894576628075015,0.00032648239277680144,0.0007930728247902851
N76.4,3.0177037655057355e-05,1.8994725005152354e-05,1.6251888749223623e-05
N80.9,1.675062353808689e-05,7.281915410786676e-05,2.75327153591936e-05
N83.1,1.1497801715882946e-05,0.0,1.2111772400646633e-05
N83.2,0.00012791098717953754,0.0001277253529597793,0.0002438034137924785
N83.8,4.0695430838102346e-05,0.00047196736155236043,3.153340176222177e-05
N85.8,0.0004974995740022812,0.0014167470276505618,0.0009139749936648893
N85.A,1.812451685246316e-05,0.0,2.8814718910579144e-05
N87.0,8.515941897419054e-06,0.0,0.00011131260401281835
N88.3,0.00014971695430243285,0.000238733476819456,4.609711970521171e-05
N89.8,0.004881418723588679,0.0008385771078172876,0.004625178662109219
N90.8,2.9736252854415382e-05,0.0,0.00010925588571700608
N91.1,5.351304697477161e-05,7.515086144275011e-05,0.00019783356699000517
N91.2,0.0003439338595835064,0.00020448950725267723,0.0008295834118846587
N92.0,0.0005843974558634217,6.932511345411603e-05,8.893679912084745e-05
N92.1,8.289515572683888e-05,0.00010267081027823125,8.693726168257391e-05
N92.6,0.0007523478682469043,0.0002198984502292028,0.0008123453274790955
N93.0,9.551890894109441e-06,4.787011319152406e-06,2.112474890189917e-05
N93.8,3.4168346621537925e-05,0.0,4.9651222542659196e-05
N93.9,0.0002584239811250492,0.0004324774079108434,0.00028012307670435615
N94.1,6.548268208656722e-05,4.852774912741182e-05,4.209386524135599e-05
N94.6,0.00029482058914227175,0.0002857016458795911,0.00016098929218066717
N94.8,5.656003593998431e-05,3.524797925907275e-05,1.3566733677927517e-05
N94.9,0.00016572444563231852,0.00016707260396724163,0.0004091970126768772
N96,5.3304838577040906e-05,0.00011202261672786275,9.645683152061132e-05
N97.0,7.90371283082843e-05,0.00036290552270506587,2.8417255113634078e-05
N97.9,0.0006836689518737383,0.00019533645080388023,0.00016577838490334975
O00.1,2.3639148361099754e-05,4.6288304217119555e-05,3.786971341999566e-05
O02.1,0.0002631224417216913,0.0003931229550548958,0.00021633424487181414
O03.4,0.00011515044208390763,5.330545834352638e-05,4.317231453319776e-05
O03.9,0.0002156583169340737,0.0021158681452515394,0.00018118605890746754
O09.0,0.00024321635307091792,0.0003780726235474043,6.951389057166251e-05
O09.1,8.082713758302985e-05,4.8152230302528996e-05,4.980057552267231e-05
O09.2,0.0007669302519934184,0.0020339235799912946,0.0019426501552686046
O09.3,0.0012793866267978833,0.0048457881145223085,0.002593840482998779
O09.4,0.00030742589312936,0.0,0.0007347365784263844
O09.5,0.001341567129949027,0.010906192452346551,0.0005722977054916211
O09.6,0.002238590256080353,5.326212144487424e-05,0.00039879049930993454
O09.7,4.012531792678622e-05,4.2802831889384846e-05,1.2275917954223366e-05
O09.8,0.0008694964413197414,0.0005701760649552517,0.003308755624224262
O09.9,0.008561965013790643,0.0010699619020640165,0.005987671844178382
O10.0,0.00035361182390767417,0.0004945276201388876,0.000860709148304259
O10.9,0.0006108782788812474,0.0006835737482042195,0.0014330682990871225
O11.3,1.5963707871367882e-05,7.009397334698309e-05,7.1861429704056825e-06
O11.4,0.00017141485600955298,0.00015284077449333864,0.0005408684509142647
O11.9,3.048377000557354e-06,0.00032907844724023737,3.178855461942996e-05
O12.0,0.00045095115920287473,0.00014751138268035162,0.0001935204314747066
O12.1,0.0005164735786034149,0.0001652259692659457,0.00026684598953308805
O13.2,4.3655769671861104e-05,0.0,7.1143560829511085e-06
O13.3,0.00033664170338948933,0.0012719518213638234,0.00029891162224690815
O13.4,0.00031473653305897953,0.00026988152215600726,0.00031781119084488285
O13.9,5.1341942529247794e-05,0.000127390950066094,0.000204711339640555
O14.0,0.000551179277175535,5.8822342654219825e-05,0.0002813276826153621
O14.1,0.00031732119888856677,0.0007540413751571613,0.0002497981105087565
O14.9,0.0004664507107253789,0.00016213523106808382,0.0002559117220793438
O16.1,0.00020436460838489185,0.00014543081894059266,7.462822953267321e-05
O16.2,0.00023777566179870519,0.0013494477497275417,0.00030276144856504635
O16.3,0.0003017221068321089,0.001377109914977023,0.00036014206051626527
O16.4,0.0001030752695737905,3.9165068811026445e-05,5.183602339291701e-05
O16.5,0.00010414468275696381,0.00012945142176566248,1.5463684552232844e-06
O16.9,7.770979900781087e-05,0.0005159517671380057,0.00010008060705733919
O20.0,0.0020708842106196526,0.0001633659597071435,0.0010465780081555095
O20.8,0.0002812513933804541,0.00010600773900564244,0.0002521056424881589
O20.9,0.0013149919843147124,0.0003191342236574789,0.0005135533716459072
O21.0,0.0008516987647114931,0.0026485023008199753,0.0010910215982374467
O21.1,0.000208820660358758,1.8202052027251796e-05,4.000744311963136e-05
O21.2,0.0013568885826670677,0.0015845637431772524,0.0005302025998192962
O21.8,0.0001521826043992287,4.854886820107921e-05,0.0001082837989923414
O21.9,0.0008378931920159823,0.005811099720974466,0.0008475345230585217
O22.0,4.3768068684422745e-05,0.0,1.4801278465233747e-05
O22.4,0.0004894592789813104,0.00037715002027296666,0.00019599839229780732
O23.0,3.713659963714667e-05,0.00011724139957512396,3.355980536393334e-05
O23.1,8.24637283432263e-05,0.00019792991328004678,0.00012873967626995058
O23.4,0.0005239817899423963,0.00032471983847426973,0.001281500765150815
O23.5,0.0003309452172228031,0.00022978939272333027,0.0003469281528342498
O24.0,0.0007901211042420403,6.11421101949202e-05,8.317731646889938e-05
O24.1,0.00010827691319196372,0.00026660490362600067,0.00035806385248080344
O24.3,0.0001614764310187342,0.00013983121558446454,0.0002756245528798179
O24.4,0.00048039222251285916,0.00022485827513814228,0.0005395311140913395
O24.9,0.00016804386487915803,0.0002292947235952994,0.0001381189704000723
O26.0,0.0002001417327062576,0.0008221547943513651,0.00019302380478041037
O26.1,9.260498587555335e-05,7.549471008951138e-05,0.00023733324085173482
O26.2,0.00017274711152710575,0.00037620901866332296,0.0007947746016671681
O26.5,0.0004044343171222426,0.0,6.236668079017764e-05
O26.6,0.0005363824028289875,0.00042362645514043155,0.0002781968640364316
O26.8,0.0015831702970820441,0.0012616534666610756,0.005401878020400707
O26.9,6.371537963395697e-05,0.00031351776666682917,1.2068997701381516e-05
O28.0,0.00010698607189700053,0.00018845823354118435,0.00011590384185638464
O28.1,0.00035356853651312615,0.00020641432971814437,0.00042935893547190954
O28.2,6.591461842169044e-05,0.00011560207382285989,0.00017680164080902735
O28.3,0.000276326293597377,0.0003051773272994226,0.0007650306478961945
O28.5,0.0001588545443261768,0.00020849403728814446,0.00017436673630621873
O28.8,0.00022120265262507054,0.0002859546888183537,0.00016819869807864265
O28.9,0.00015375532979435783,0.0004909554304891295,0.00011952064856550472
O30.0,0.0005016199506383063,0.00019924004607430024,0.0009866623942642748
O32.0,8.558970131700748e-05,0.0,3.287379153100586e-05
O32.1,0.0007621815988017436,0.00027745971652385856,0.0006786192990655301
O32.2,0.0003127773882692236,6.133752165462364e-05,0.0002454587513333025
O32.6,1.2248057220247116e-05,0.0,2.0101966553253625e-05
O32.8,0.00012092682184907937,6.96104429228216e-05,0.00011160350479602873
O32.9,0.00016030727449753537,7.4111441231969234e-06,4.062471044873532e-05
O33.9,2.800916768686027e-05,0.0,1.8720500470959112e-05
O34.0,3.743172297131691e-05,2.481902806761615e-05,0.00011828616614298133
O34.1,0.00036829532607268224,7.78775214725106e-05,0.0005083713894685859
O34.2,0.0007151244665869,0.00039431654671151533,0.0005100415819835609
O34.3,0.00016682183175284641,0.00015645274481179835,0.00019310837310923136
O34.4,0.00041765298456595244,0.0006626880535871909,0.0002391710024717277
O34.8,8.680018515561997e-05,0.00026495223983943476,0.00014694883417632848
O35.0,0.0001405672184971743,0.00015306632009949036,0.00032021831096890144
O35.1,3.4932322425113725e-05,0.0,5.063661299226403e-05
O35.2,0.00026479216082575367,0.000597969423187263,0.0001458165323074747
O35.8,0.00041723889184789974,0.0004949577106874264,0.0014188276286576003
O35.9,0.00036724839425820825,0.0004108403221059443,0.001259778356173216
O35.B,5.4103788593134946e-05,0.0,2.006495825409976e-06
O36.0,0.00018638759030159077,0.0008492331679102657,0.0001826167859378121
O36.1,7.803252753059981e-05,7.324998297709832e-05,0.0001321460997897666
O36.4,0.00018013980898457497,0.00017669095924770237,0.0004546515636930829
O36.5,0.0017850655485665634,0.002006530095991184,0.0007472394884372159
O36.6,0.0013249152149916767,0.0012395647717360436,0.000938169973754084
O36.8,0.007126718820734239,0.00047037259383610593,0.004668373662327684
O40.2,4.345471422535742e-05,0.0,2.2086441953133068e-05
O40.3,0.0003950848944319271,0.0011253109899007905,0.00032417506466340896
O40.9,0.00010443821753085854,0.00015962772405239982,3.063993688503612e-05
O41.0,0.0003354023176142921,0.0007202638305648859,0.0002994633978490347
O41.1,0.00017605465523193325,0.0036194476349817907,0.00024190066888413991
O41.8,0.0001196867968260315,0.000745802304914536,6.158978747680003e-05
O42.0,0.0002970761251321971,0.00027489917700732194,0.0005383164162142873
O42.1,3.544793836556245e-05,0.0,6.552156213570455e-05
O42.9,0.0006173538487486387,0.0007179247887424074,0.0004868121471187911
O43.1,0.00015555849100466401,9.541327514819783e-05,0.00015629477729979941
O43.8,0.00018439237676098132,0.00017680962336273352,1.1489268057206026e-05
O44.0,0.0008115239150017335,0.0002766425052507835,0.000401791880502649
O44.2,4.1202824031143704e-05,8.067418134488503e-05,0.00015862625691657033
O44.4,9.72803652771698e-05,0.00043784171247083066,9.800328682770447e-05
O45.9,3.608567253327785e-05,7.529374528537084e-05,7.103101665746537e-05
O46.8,0.000146138695504911,5.3811449516320776e-05,8.876725093615e-05
