feature,shap_edinburgh,shap_phq9,shap_F53
90,0.0009357214430510675,0.00263325217996622,0.00032538955248065664
4511,0.000521285545523179,0.00011115206624443968,7.784544100347018e-05
5956,0.0013728892033608453,0.0011334902268419808,0.0005919796774505473
5966,1.4802945555837586e-05,0.00138047575911618,3.5524256237512004e-05
7518,2.5593085987790256e-05,0.00023896163428103716,0.0001538581995255746
24941,0.00015396642130157802,6.11155528960741e-05,7.603961577559595e-05
68173,1.4002577785935711e-05,8.526616381061086e-05,2.081657652897927e-05
82003,0.0003032323391025445,0.00032199894925960494,0.00022492479745653176
90176,0.0019081752173266224,0.0019818930010394764,0.001059153082343765
91691,0.0009187522911552363,0.0007242366753740447,0.00035580972527200197
94405,9.541464363145742e-05,3.6519047612973243e-05,5.0167868687135594e-05
94406,0.0004141751648491699,0.0013416053012158568,0.0004442738794415165
104095,7.889195316578827e-05,0.0014869164440442838,0.0002808656002451345
104098,0.0012265610110350712,0.0031970297036806993,0.0006502608567192196
104895,0.0047227544163602805,0.00617399646071621,0.008574911817490783
104896,0.000640472330645546,0.0006109605181816354,0.00039043065764309996
104897,0.0013232470785504305,0.0037851666971117784,0.0044511459995595515
105018,0.00034353188437255013,0.00034986174288813195,8.657320293895024e-05
105019,8.25225336609667e-05,0.0012563083872124544,0.00010517913402377087
105028,0.0005915207573030194,0.0007789116537081843,0.00011514898375053142
105029,0.00011447908655942121,0.0003282117561148672,4.1769235580248105e-05
105211,0.0005500385598388761,0.0005123351570451884,0.00013714480377233391
105212,0.0006555723941924236,0.0008173359385255886,0.00046935106444181144
105919,2.6743022760498484e-05,6.865031493660825e-05,6.212273306136172e-05
105920,0.00015386355257010207,0.000682193012562714,0.00037743337646677674
108776,0.001485848502011663,0.0021892723734289713,0.0011921982791976485
108777,0.0001625200298859608,0.00036781290264887667,0.00020468150686239558
108780,0.0009866608114942636,0.0013165589349484288,0.003269931576618462
141928,0.0001471783855202438,9.147174225691818e-05,9.300719576258277e-06
144450,0.0004022882690473585,0.0014668758782593685,0.0002272460728051364
150985,0.0007894377611352636,0.003519111427805732,0.0003061180280634337
152697,4.3876607890989565e-05,0.00014385626639279184,4.8057636083747534e-05
152698,0.000513004218044516,0.0001069010617400511,0.0009264345530856467
153124,0.00011545289734878247,0.00016206351647667815,9.023704486462258e-05
153735,1.8960748891085594e-05,0.00010162810225893297,5.716117719483663e-05
153892,0.0002582528142339906,0.00014628005167331248,0.0004739136491525111
197587,0.0004272436499883494,6.059335824584251e-05,4.931301390145883e-05
198630,0.00021033407656929396,0.0018125274561628538,0.00024132404027885722
198946,1.8977171171117643e-05,7.278444076518919e-06,1.5008223001792909e-05
199163,2.215152529961443e-05,4.738051504710454e-05,4.3618816501076245e-05
