zip|tractfips
27599|37135011700
27601|37183050100
27601|37183050700
27601|37183051000
27601|37183050800
27601|37183050500
27601|37183050900
27601|37183054500
27601|37183050600
27602|37183050100
27603|37183052301
27603|37183050100
27603|37183053110
27603|37183052302
27603|37183052802
27603|37183052903
27603|37183051200
27603|37101041102
27603|37183052801
27603|37183054500
27603|37183052904
27603|37183053009
27603|37183051000
27603|37183050300
27603|37183052901
27603|37183053111
27603|37183053008
27603|37183052902
27603|37183050400
27603|37183050900
27603|37183052101
27603|37183051102
27604|37183051800
27604|37183051900
27604|37183052706
27604|37183054113
27604|37183052705
27604|37183054105
27604|37183050100
27604|37183054018
27604|37183052707
27604|37183050600
27604|37183050400
27604|37183054104
27604|37183054008
27604|37183052704
27604|37183050500
27605|37183050300
27605|37183051600
27605|37183051200
27605|37183051400
27605|37183051102
27605|37183051000
27606|37183053008
27606|37183051101
27606|37183053005
27606|37183052301
27606|37183052401
27606|37183053006
27606|37183052406
27606|37183052408
27606|37183053003
27606|37183053007
27606|37183052409
27606|37183051102
27606|37183052407
27606|37183053516
27606|37183052404
27606|37183052302
27607|37183051400
27607|37183051600
27607|37183052504
27607|37183051101
27607|37183053521
27607|37183051200
27607|37183052401
27607|37183052503
27607|37183051501
27607|37183051502
27607|37183051102
27608|37183052603
27608|37183051700
27608|37183051400
27608|37183051600
27608|37183051501
27608|37183051800
27609|37183052602
27609|37183052601
27609|37183054004
27609|37183053716
27609|37183051700
27609|37183054006
27609|37183054018
27609|37183053715
27609|37183052603
27609|37183054001
27609|37183052705
27609|37183052701
27609|37183053707
27610|37183054106
27610|37183054109
27610|37183050500
27610|37183050900
27610|37183050700
27610|37183050600
27610|37183054500
27610|37101041002
27610|37183054113
27610|37183052102
27610|37183051900
27610|37183052101
27610|37183052807
27610|37183050400
27610|37183054114
27610|37183052803
27610|37183050800
27610|37183052707
27610|37183052002
27610|37183054105
27610|37183052706
27610|37183052001
27610|37183052806
27611|37183050100
27612|37183052507
27612|37183052505
27612|37183052506
27612|37183053726
27612|37183980200
27612|37183053707
27612|37183053714
27612|37183052504
27612|37183051700
27612|37183053725
27612|37183053715
27612|37183052503
27612|37183051501
27612|37183052601
27612|37183053724
27612|37183053709
27612|37183053716
27613|37183053724
27613|37183053721
27613|37183053803
27613|37063001900
27613|37183053719
27613|37183053714
27613|37183053722
27613|37183053725
27613|37183053707
27613|37183053712
27613|37183053804
27613|37183053711
27613|37183053720
27613|37183053726
27613|37183053718
27613|37183053713
27614|37183053805
27614|37183053807
27614|37183053806
27614|37183054208
27614|37183054016
27614|37183053808
27614|37183053804
27614|37183054013
27614|37183053803
27614|37183054207
27615|37183054016
27615|37183054001
27615|37183054004
27615|37183054018
27615|37183053722
27615|37183053707
27615|37183053723
