zip|tractfips
27615|37183054011
27615|37183054007
27615|37183053803
27615|37183054006
27615|37183053807
27615|37183054012
27615|37183053808
27615|37183054017
27615|37183053721
27616|37183054110
27616|37183054104
27616|37183054015
27616|37183054018
27616|37183054105
27616|37183054111
27616|37183054017
27616|37183054014
27616|37183054008
27616|37183054209
27616|37183054113
27616|37183054016
27616|37183054210
27616|37183054013
27617|37183053610
27617|37063002028
27617|37183053717
27617|37183053709
27617|37183053724
27617|37063001900
27617|37183053718
27617|37183980200
27617|37183053711
27619|37183052701
27620|37183052001
27622|37183052701
27623|37183053717
27624|37183054011
27627|37183052301
27628|37183051600
27629|37183052706
27636|37183051101
27640|37183050100
27656|37183052503
27658|37183054018
27661|37183054015
27675|37183053717
27676|37183053717
27690|37183052503
27690|37183053610
27690|37183052704
27690|37183053009
27690|37183051000
27690|37183054104
27690|37183054013
27690|37183052504
27690|37183053808
27690|37183054014
27690|37183053717
27690|37183054017
27690|37183053008
27690|37183053807
27697|37183050700
27699|37183050100
27701|37063000200
27701|37063001001
27701|37063001100
27701|37063000700
27701|37063002200
27701|37063000900
27701|37063001002
27701|37063001301
27701|37063000101
27701|37063000302
27701|37063002300
27701|37063000500
27701|37063001400
27701|37063000301
27701|37063001303
27701|37063000600
27702|37063002200
27703|37063001808
27703|37063002027
27703|37063001807
27703|37063001802
27703|37063001400
27703|37063001900
27703|37063001002
27703|37063001100
27703|37063002009
27703|37183053717
27703|37063001809
27703|37063002028
27703|37063001806
27703|37063001001
27703|37063980100
27704|37063001900
27704|37063001705
27704|37063001708
27704|37063000900
27704|37063001806
27704|37063001709
27704|37063000102
27704|37063000101
27704|37063001711
27704|37063001002
27704|37063001802
27704|37063001710
27704|37063001801
27704|37063000200
27705|37063001706
27705|37135010902
27705|37063002015
27705|37063001502
27705|37063000600
27705|37063001501
27705|37063001711
27705|37063001707
27705|37063002017
27705|37063000401
27705|37063000301
27705|37063001705
27705|37135010901
27705|37063000500
27705|37135011204
27705|37063000402
27705|37063000102
27705|37063001710
27707|37063002007
27707|37063001303
27707|37063000700
27707|37063002016
27707|37135011204
27707|37135012100
27707|37063000600
27707|37063002300
27707|37063001400
27707|37063002018
27707|37063000500
27707|37063002021
27707|37063002017
27707|37063002019
27707|37063002009
27707|37063002015
27707|37063002008
27707|37063001304
27707|37063001301
27708|37063001501
27708|37063000500
27708|37063001503
27709|37063001809
27709|37063980100
27710|37063001501
27712|37063002100
27712|37063001603
27712|37063001604
27712|37135010901
27712|37063001705
27712|37063001707
27712|37063001601
27712|37063001711
27713|37063002024
27713|37063002020
27713|37063980100
27713|37063002019
27713|37063002025
27713|37063002022
27713|37063002027
27713|37063002026
27713|37063002009
27713|37063002023
27713|37063002007
27713|37183053601
27713|37037020701
27713|37063002021
27713|37063002013
27715|37063001502
27717|37063002016
27722|37063001603
27801|37065020200
27801|37127010200
27801|37065020400
27801|37065021500
27801|37065021400
27801|37065020300
27801|37065020600
27801|37065021300
27802|37065020200
27803|37127011200
27803|37127010504
27803|37127010502
27803|37065020200
27803|37065021400
27803|37127010200
27803|37127010300
27803|37127011101
27803|37127010800
27803|37195001300
27803|37127010400
27804|37127010400
27804|37127011102
27804|37127010300
27804|37127010504
27804|37127010700
27804|37127010502
27804|37127010602
27804|37127011101
27804|37065020600
27804|37127010503
27804|37127010800
27804|37127010601
27805|37015960200
27805|37091950401
27805|37015960300
27805|37091950300
27805|37131920200
27806|37013930900
27806|37013930800
27807|37127011300
27807|37195001500
27807|37195001400
27807|37127011400
27807|37127011500
27808|37013930600
27808|37013930700
27809|37127010800
27809|37127010700
27809|37065020600
27810|37095920100
27810|37013930700
27810|37013930100
27811|37147001600
27812|37147002002
27812|37117970600
27812|37065020800
27812|37117970400
27813|37195000900
27814|37013930900
27815|37065021300
27816|37069060200
27816|37127010900
27816|37069060700
27817|37147001100
27817|37013931000
27817|37013930900
27818|37091950100
27819|37065020800
27820|37131920100
27820|37131920200
27821|37013930900
27821|37013930800
27822|37127011300
27822|37195001200
27822|37195000600
27822|37195001100
27822|37195000700
27822|37195001400
27822|37127011200
27822|37195001300
27822|37065021400
27823|37083930800
27823|37083931100
27823|37083931000
27823|37083930600
27823|37083930900
27824|37095920100
27825|37117970300
27826|37177960100
27826|37095920100
27827|37147001900
27828|37147001900
27828|37147001800
27828|37079950102
27828|37147001700
27828|37079950101
27828|37147001600
27829|37195001100
27829|37065021600
27829|37195001200
27829|37147001900
27830|37195001000
27830|37191000101
27830|37195000900
27830|37191000200
27831|37131920300
27831|37131920401
27832|37131920402
27832|37131920401
27833|37147000602
27834|37147000501
27834|37147000602
27834|37065020800
27834|37013930200
27834|37147002002
27834|37147000603
27834|37147000100
27834|37147001600
27834|37147000900
27834|37147000702
27834|37147001900
27834|37147000202
27834|37147001700
27834|37147000201
27834|37147000601
27834|37147000400
27834|37147002001
27834|37147000800
27834|37147000701
27835|37147000100
27836|37147000100
27837|37147001200
27837|37147001001
27837|37147001100
27837|37147001002
27837|37013931000
27839|37083931000
27839|37083931100
27839|37083930600
27839|37083930900
27839|37083930100
27840|37117970400
27841|37117970400
27842|37185950101
27842|37131920402
27843|37117970400
27843|37083931100
27843|37065020800
27844|37083930800
27844|37185950103
27845|37131920200
27845|37131920100
27845|37131920300
27846|37187950200
27846|37117970100
27846|37117970500
27847|37015960300
27849|37015960300
27850|37083930800
27850|37185950101
27850|37083930600
27850|37185950103
27850|37083930700
27850|37185950102
27851|37195001600
27851|37191000101
27851|37195001700
27851|37195000900
27852|37065021300
27852|37065021600
27852|37195001200
27852|37065021500
27852|37147001900
27853|37131920300
27853|37131920100
27855|37131920100
27855|37091950100
27856|37127011102
27856|37127011000
27856|37127010900
27856|37127011101
27856|37127010800
27856|37127011200
27856|37127011300
27857|37117970400
27857|37117970500
27858|37147000302
27858|37147001002
27858|37147000201
27858|37147001303
27858|37147001100
27858|37147000701
27858|37147000400
27858|37147000501
27858|37147001001
27858|37147000301
27858|37147001003
27858|37147000202
27858|37147000502
27858|37147001200
27858|37147000100
27860|37187950300
27860|37013930100
27860|37095920100
27861|37117970600
27862|37131920100
27863|37191000200
27863|37191000304
27863|37191000101
27863|37101040100
27863|37079950200
27863|37191000303
27863|37191000102
27863|37101040500
27864|37065021400
27864|37065021500
27864|37065021300
27864|37065021600
27865|37013930100
27865|37013930200
27865|37013930600
27865|37013930700
27866|37131920401
27866|37131920300
27867|37131920200
27868|37127010800
27869|37131920200
27869|37131920300
27869|37015960300
27870|37083930300
27870|37083930400
27870|37083930200
27870|37083930501
27870|37083930600
27870|37083930700
27870|37083930502
27870|37083930100
27871|37013930200
27871|37117970600
27871|37117970400
27871|37147002002
27871|37117970500
27872|37015960300
27873|37195001100
27874|37083930900
27874|37083931100
27874|37083931000
27875|37095920100
27876|37131920300
27876|37131920100
27877|37131920100
27878|37127011200
27879|37147001002
27880|37127011400
27880|37195001500
27881|37065020800
27882|37127010900
27882|37127011300
27882|37127011000
27882|37127011500
27882|37069060802
27882|37069060700
27882|37069060801
27883|37191000200
27883|37195001000
27883|37079950101
27883|37195000900
27883|37079950200
27883|37195001100
27883|37195001200
27884|37147002002
27884|37147000900
27885|37095920100
27886|37147002002
27886|37065021600
27886|37065021200
27886|37065021300
27886|37065021100
27886|37065021000
27886|37065020700
27886|37065020600
27886|37065020900
27886|37065020800
27887|37083931000
27888|37195001100
27888|37147001900
27888|37079950101
27889|37117970500
27889|37147000900
27889|37013930501
27889|37013930300
27889|37013930600
27889|37013930502
27889|37013930400
27889|37013930200
27890|37083930100
27891|37127010900
27891|37127010700
27891|37065020700
27891|37127010800
27891|37083930800
27892|37117970100
27892|37117970300
27892|37117970400
27892|37117970500
27892|37117970200
27893|37195000400
27893|37195001500
27893|37195001000
27893|37195000801
27893|37195001400
27893|37195000600
27893|37195000900
27893|37195000802
27893|37195001100
27893|37195000100
27893|37195001700
27893|37195000200
27893|37195000502
27893|37195000700
27893|37195001200
27893|37195000300
27893|37195000501
27893|37195001300
27894|37195000200
27895|37195000400
27896|37195000502
27896|37195000501
27896|37195001500
27896|37127011200
27896|37195001400
27896|37195000400
27896|37127011300
27896|37195000600
27897|37091950300
27897|37131920200
27906|37139960300
27907|37139960300
27909|37139960501
27909|37139960701
27909|37139960702
27909|37139960100
27909|37139960300
27909|37139960600
27909|37139960502
27909|37139960200
27909|37139960400
27909|37139960503
27909|37029950101
27910|37015960100
27910|37091950401
27910|37015960200
27910|37091950100
27910|37091950200
27910|37091950402
27910|37091950300
27915|37055970502
27916|37053110401
27917|37053110302
27919|37143920100
27919|37073970100
27919|37041930200
27920|37055970502
27921|37029950101
27921|37029950102
27922|37091950200
27922|37091950402
27923|37053110401
27923|37053110302
27923|37053110402
27924|37015960100
27925|37177960100
27926|37073970100
27926|37073970200
27927|37053110101
27928|37187950300
27928|37187950100
27928|37177960100
27929|37053110301
27929|37053110302
27932|37041930102
27932|37041930101
27932|37041930200
27932|37143920201
27932|37143920202
27935|37073970300
27936|37055970502
27937|37073970200
27937|37073970300
27938|37073970100
27938|37073970200
27938|37073970300
27939|37053110401
27939|37053110402
27941|37053110402
27942|37091950200
27943|37055970502
27944|37143920202
27944|37143920100
27944|37143920201
27946|37041930200
27946|37143920100
27946|37073970100
27947|37053110401
27947|37053110402
27948|37055970200
27948|37055970400
27948|37055970300
27949|37055970102
27949|37055970101
27949|37055970200
27950|37053110102
27950|37053110200
27953|37055970501
27954|37055970601
27954|37055970602
27956|37053110302
27956|37053110301
27957|37015960100
27957|37015960400
27958|37053110200
27958|37053110302
27958|37053110301
27959|37055970300
27959|37055970400
27960|37095920100
27962|37013930100
27962|37013930600
27962|37187950100
27962|37187950300
27962|37117970100
27962|37187950200
27964|37053110402
27965|37053110402
27965|37053110401
27966|37053110402
27967|37015960100
27968|37055970502
27969|37073970300
27970|37187950300
27970|37187950100
27973|37029950102
27973|37053110302
27974|37029950102
27976|37029950101
27978|37055970501
27979|37073970100
27979|37073970200
27980|37041930200
27980|37143920201
27980|37143920100
27981|37055970602
27983|37015960100
27983|37015960400
27983|37015960200
27983|37015960300
27985|37143920100
27986|37091950200
28001|37167931202
28001|37167931100
28001|37167930102
28001|37167931201
28001|37167930700
28001|37167930500
28001|37167930300
28001|37167931000
28001|37167930200
28001|37167930101
28002|37167931201
28006|37109071002
28006|37071030203
28006|37071030205
28007|37007920200
28009|37167930200
28010|37097061201
28012|37071032401
28012|37071032402
28012|37071031201
28012|37071032301
28012|37071031001
28012|37071031202
28012|37071032302
28012|37071032502
28012|37071032200
28012|37071032508
28012|37071033307
28012|37071031004
28016|37071031600
28016|37071030502
28016|37071030802
28016|37071030401
28016|37071030801
28016|37071031800
28016|37071030402
28016|37071030501
28016|37071031703
28016|37109070400
28017|37045951501
28018|37161960700
28018|37023020202
28018|37161960100
28018|37161961000
28018|37161960800
28019|37161961101
28020|37045950101
28020|37161960100
28021|37071030700
28021|37045950302
28021|37045950301
28021|37071030501
28021|37109070500
28021|37071030502
28021|37071030601
28021|37071030602
28023|37159051700
28023|37159051400
28023|37159051802
28023|37159051102
28023|37159051201
28023|37159051101
28023|37159051502
28023|37159051600
28023|37159051801
28024|37161961101
28025|37025040500
28025|37025042101
28025|37025040900
28025|37025042102
28025|37025042200
28025|37025042300
28025|37025042401
28025|37025041501
28025|37025040703
28025|37025041602
28025|37025041902
28025|37025042402
28025|37025041601
28025|37025041701
28025|37025041502
28025|37025041503
28025|37025041702
28025|37025040600
28026|37025042300
28027|37025042503
28027|37025042504
28027|37025041200
28027|37025042000
28027|37025041901
28027|37025042602
28027|37025042502
28027|37025042501
28027|37025042604
28027|37025041301
28027|37025042102
28027|37025041503
28027|37025041303
28027|37025042603
28027|37119006304
28027|37025042402
28027|37025041100
28027|37025042601
28027|37025041302
28027|37025042101
28031|37119006406
28031|37119006405
28031|37119006403
28031|37119006208
28031|37119006407
28031|37119006203
28031|37119006204
28031|37119006209
28032|37071032508
28032|37071032200
28033|37109070500
28033|37109070400
28033|37071030501
28033|37071030601
28034|37071030902
28034|37071030402
28034|37071030205
28034|37071030802
28034|37071030302
28034|37071030901
28034|37071030401
28034|37071030301
28034|37109071001
28034|37071033500
28036|37097061407
28036|37119006203
28036|37119006403
28036|37159051801
28036|37097061408
28036|37119006404
28036|37025041301
28036|37119006405
28036|37025041200
28037|37109071202
28037|37109071102
28037|37109071101
28037|37109071201
28037|37109071203
28037|37109070902
28037|37035011504
28037|37035011501
28038|37045951601
28039|37159050800
28040|37045951400
28040|37045950102
28040|37161961000
28040|37161961101
28040|37161960100
28041|37159051002
28042|37045950200
28043|37161961101
28043|37161960700
28043|37161960900
28043|37161960500
28043|37161960800
28043|37161961200
28043|37161960100
28043|37161960400
28043|37161960600
28043|37161961102
28052|37071031900
28052|37071033203
28052|37071031701
28052|37071031401
28052|37071031600
28052|37071033100
28052|37071033204
28052|37071032900
28052|37071031703
28052|37071031704
28052|37071033202
28052|37071032800
28052|37071031800
28052|37071031500
28052|37071033400
28052|37071030802
28052|37071032000
28053|37071031900
28054|37071033303
28054|37071032702
28054|37071031900
28054|37071031402
28054|37071032703
28054|37071032506
28054|37071031401
28054|37071032600
28054|37071032704
28054|37071031302
28054|37071032505
28054|37071032000
28054|37071032100
28054|37071032800
28054|37071031301
28054|37071033304
28054|37071033202
28055|37071032600
28056|37071031001
28056|37071032502
28056|37071031202
28056|37071033304
28056|37071032200
28056|37071033303
28056|37071032600
28056|37071032508
28056|37071032506
28056|37071032301
28056|37071031004
28056|37071030302
28056|37071033305
28056|37071033307
28056|37071032507
28056|37071031302
28056|37071033306
28056|37071031301
28056|37071033400
28056|37071033202
28056|37071033500
28056|37071032800
28056|37071031003
28070|37119006303
28071|37159051001
28071|37025041701
28071|37159050904
28071|37167930101
28071|37025041702
28071|37159050903
28072|37159051002
28073|37045950602
28073|37045951602
28073|37045951601
28073|37045950601
28074|37161961200
28075|37025042604
28075|37025041501
28075|37025041601
28075|37025041502
28075|37025042603
28076|37161961101
28077|37071030301
28078|37119006214
28078|37119006303
28078|37119006210
28078|37119006209
28078|37119006407
28078|37025041301
28078|37119006105
28078|37025041302
28078|37119006212
28078|37119006213
28078|37119006302
28078|37119005508
28078|37119005509
28078|37119005517
28078|37119006304
28078|37119006215
28078|37025041303
28078|37119006404
28078|37119005516
28078|37119006211
28078|37119005515
28078|37119006106
28078|37119006204
28079|37179020313
28079|37179020317
28079|37179020203
28079|37179020311
28079|37179020204
28079|37179020305
28079|37119005715
28079|37179020309
28079|37179020306
28079|37179020314
28079|37179020307
28079|37179020310
28079|37179020316
28079|37179020202
28079|37179020315
28079|37179020312
28080|37109071002
28080|37071030205
28080|37071030203
28080|37109070902
28080|37109071001
28081|37159051801
28081|37025040703
28081|37025041100
28081|37025041000
28081|37159051501
28081|37159051502
28081|37025041200
28081|37159051600
28082|37025040800
28083|37025040702
28083|37025040800
28083|37025040703
28083|37025040600
28083|37159051600
28083|37025041000
28083|37159051400
28083|37025040900
28083|37159051101
28083|37025040701
28086|37071031701
28086|37045950602
28086|37071030502
28086|37071031703
28086|37045950601
28086|37045950301
28086|37045950400
28086|37045950500
28086|37045950302
28086|37071031600
28086|37071031704
28086|37071030801
28088|37159051600
28089|37045951400
28090|37035011802
28090|37045950101
28090|37045950102
28090|37109070600
28090|37045950301
28090|37045951300
28090|37045950200
28090|37109070500
28090|37023021203
28091|37007920100
28091|37007920600
28092|37109070300
28092|37109070901
28092|37071030501
28092|37109071001
28092|37035011702
28092|37109070201
28092|37109070500
28092|37109070800
28092|37109070902
28092|37035011802
28092|37109070600
28092|37109070700
28092|37109070400
28092|37071030401
28092|37109070100
28092|37071030301
28092|37109070202
28093|37109070100
28097|37025041602
28097|37025041701
28097|37167930802
28097|37167930801
28097|37167930900
28097|37167930700
28097|37025041601
28098|37071032200
28098|37071031301
28098|37071031302
28101|37071032200
28101|37071032301
28102|37007920600
28103|37179020901
28103|37007920300
28103|37179020800
28103|37007920600
28103|37179020100
28103|37179020702
28104|37179020311
28104|37179020309
28104|37179020308
28104|37179020313
28104|37179020316
28104|37179020310
28104|37179021010
28104|37179021011
28104|37119005714
28104|37179020315
28104|37179020203
28104|37179020312
28104|37119005713
28104|37179021006
28104|37119005823
28104|37119005712
28104|37179020317
28104|37119005835
28104|37179020314
28105|37119005716
28105|37119005834
28105|37119005709
28105|37179020314
28105|37119005811
28105|37119003015
28105|37119005835
28105|37119005712
28105|37119005832
28105|37119001921
28105|37119005713
28105|37179020312
28105|37179020315
28105|37119005847
28105|37179020313
28105|37119005717
28105|37119005823
28105|37119005833
28105|37119005848
28105|37179021010
28105|37119005812
28105|37119005711
28105|37119005710
28106|37119005834
28107|37025041601
28107|37119005715
28107|37179020204
28107|37025041502
28107|37025041602
28107|37167930802
28107|37179020203
28108|37179021005
28109|37167930101
28110|37179020404
28110|37179020312
28110|37179020307
28110|37179020308
28110|37179020401
28110|37179020204
28110|37179020403
28110|37179020306
28110|37179021011
28110|37179021005
28110|37179020317
28110|37179020601
28110|37179020100
28110|37179020701
28110|37179020202
28110|37179020602
28110|37179020501
28111|37179020501
28112|37179020601
28112|37179020501
28112|37179020602
28112|37179020901
28112|37179020403
28112|37179020702
28112|37179020502
28112|37179020902
28112|37179021005
28114|37161961102
28114|37161961200
28114|37045951501
28114|37045951502
28114|37161961101
28114|37045951400
28114|37161961000
28115|37159051801
28115|37097061302
28115|37097061404
28115|37097061602
28115|37097061303
28115|37159051901
28115|37097061202
28115|37097061601
28115|37097061501
28115|37097061407
28115|37097061502
28115|37097061408
28115|37097061503
28115|37159051802
28115|37097061304
28117|37097061203
28117|37097061407
28117|37097061403
28117|37097061204
28117|37097061401
28117|37097061602
28117|37097061406
28117|37097061402
28117|37097061304
28117|37097061601
28117|37097061405
28117|37097061404
28119|37007920500
28119|37007920600
28120|37071030102
28120|37071031101
28120|37071031004
28120|37071033500
28120|37071030204
28120|37071030203
28120|37071031001
28120|37071031102
28120|37071030101
28120|37071031201
28120|37071031003
28123|37097061407
28124|37025041602
28124|37025041701
28124|37167930700
28124|37167930101
28124|37025041702
28125|37097061302
28125|37159051802
28125|37159051901
28125|37097061303
28126|37119005613
28127|37123960300
28127|37167930200
28127|37167930102
28127|37167930500
28127|37159050904
28127|37167930101
28127|37057062001
28127|37167930300
28128|37167931100
28128|37167931000
28129|37167930900
28129|37167930802
28129|37167930700
28129|37167930801
28130|37119006010
28133|37007920300
28133|37007920600
28133|37179020800
28133|37179020100
28134|37119005825
28134|37119005837
28134|37119005826
28134|37119980200
28134|37119005829
28134|37119005836
28134|37119005824
28135|37007920200
28135|37179020100
28135|37007920400
28135|37007920500
28135|37007920300
28136|37045950102
28137|37159050901
28137|37167930101
28137|37159050904
28137|37167930102
28138|37159051400
28138|37025041702
28138|37159051001
28138|37159050903
28138|37159051002
28138|37025040600
28138|37159051101
28139|37161960200
28139|37161960300
28139|37161960500
28139|37161961200
28139|37161960400
28139|37149920200
28139|37161960600
28139|37149920101
28139|37161960100
28144|37159052000
28144|37159051303
28144|37159051302
28144|37159050300
28144|37159050800
28144|37159050202
28144|37159050700
28144|37159050500
28144|37159050400
28144|37159050201
28145|37159050201
28146|37159050901
28146|37159051002
28146|37159051700
28146|37159050201
28146|37159050903
28146|37159050800
28146|37159051102
28146|37159050202
28146|37159051001
28146|37159051101
28146|37159050904
28147|37159051202
28147|37159051302
28147|37159051802
28147|37159051102
28147|37159050300
28147|37159051901
28147|37159051303
28147|37159050202
28147|37159051700
28147|37159051902
28147|37159050400
28147|37159051301
28147|37159051204
28147|37159051201
28150|37045951100
28150|37045950900
28150|37045950800
28150|37045950301
28150|37161960100
28150|37045951200
28150|37045950700
28150|37161961000
28150|37045950102
28150|37045951400
28150|37045951000
28150|37045951300
28150|37045950302
28150|37045950200
28151|37045951000
28152|37045951200
28152|37045951400
28152|37045951000
28152|37045951602
28152|37045951601
28152|37045951502
28152|37045951501
28152|37045951503
28152|37045951100
28152|37045951300
28152|37045950700
28159|37159050500
28159|37159050700
28160|37161960900
28160|37161960600
28160|37161960500
28160|37161960800
28160|37161960700
28163|37167930801
28163|37167930802
28163|37167930900
28164|37071030101
28164|37071033500
28164|37071030204
28164|37109071102
28164|37071030203
28164|37109071201
28164|37071030205
28164|37109071002
28166|37097061301
28166|37097061203
28166|37097061302
28166|37097061303
28166|37097061205
28166|37097061204
28166|37097061201
28166|37097061202
28167|37111970901
28167|37161960200
28167|37161960100
28168|37035011702
28168|37109070500
28168|37035011801
28168|37109070600
28168|37109070700
28168|37023021203
28168|37035011802
28168|37045950101
28169|37045950301
28170|37007920600
28170|37007920400
28170|37007920100
28170|37007920200
28170|37007920500
28170|37007920300
28173|37179021011
28173|37179021009
28173|37179020308
28173|37179021006
28173|37179021005
28173|37179021007
28173|37179021015
28173|37179021004
28173|37179020902
28173|37179021008
28173|37179021014
28173|37179021013
28173|37179021010
28173|37179021012
28174|37179020702
28174|37179020701
28174|37179020901
28174|37179020800
28174|37179020100
28174|37179020601
28201|37119000100
28202|37119000500
28202|37119004100
28202|37119000400
28202|37119000300
28202|37119980300
28202|37119003500
28202|37119000100
28202|37119000600
28203|37119003300
28203|37119003700
28203|37119003600
28203|37119003400
28203|37119002500
28203|37119000400
28203|37119003500
28203|37119000100
28204|37119000300
28204|37119003500
28204|37119002400
28204|37119000800
28204|37119001000
28204|37119002600
28204|37119002701
28204|37119002500
28204|37119980300
28204|37119000600
28205|37119001300
28205|37119000700
28205|37119001605
28205|37119001802
28205|37119001000
28205|37119001918
28205|37119001914
28205|37119001400
28205|37119001609
28205|37119001100
28205|37119001504
28205|37119001509
28205|37119001603
28205|37119002300
28205|37119001607
28205|37119000800
28205|37119001701
28205|37119001200
28205|37119000900
28205|37119001702
28205|37119001606
28205|37119001801
28205|37119001608
28206|37119005200
28206|37119001400
28206|37119005301
28206|37119004900
28206|37119000500
28206|37119005100
28206|37119000600
28206|37119005000
28206|37119000700
28206|37119004700
28207|37119002800
28207|37119001100
28207|37119002600
28207|37119002702
28207|37119002400
28207|37119002701
28208|37119004302
28208|37119004200
28208|37119004400
28208|37119003902
28208|37119004305
28208|37119004304
28208|37119000500
28208|37119004100
28208|37119004303
28208|37119005912
28208|37119980100
28208|37119006010
28208|37119003805
28208|37119004500
28208|37119003600
28208|37119004000
28208|37119003903
28208|37119000400
28209|37119003300
28209|37119003201
28209|37119003102
28209|37119003400
28209|37119003802
28209|37119003103
28209|37119003700
28209|37119003204
28209|37119002702
28209|37119002906
28209|37119003203
28210|37119005827
28210|37119003006
28210|37119002903
28210|37119003106
28210|37119003007
28210|37119005828
28210|37119003105
28210|37119003103
28210|37119003108
28210|37119003011
28210|37119005829
28210|37119003102
28210|37119002906
28210|37119003109
28210|37119003012
28211|37119002905
28211|37119002300
28211|37119002002
28211|37119002200
28211|37119002906
28211|37119002100
28211|37119002003
28211|37119002903
28211|37119002904
28212|37119001918
28212|37119001912
28212|37119001914
28212|37119001920
28212|37119001919
28212|37119001910
28212|37119001607
28212|37119001609
28212|37119001921
28212|37119001702
28212|37119002003
28212|37119001915
28213|37119005301
28213|37119005306
28213|37119005307
28213|37119001505
28213|37119005604
28213|37119005614
28213|37119005612
28213|37119005613
28213|37119005615
28213|37119005308
28213|37119005305
28213|37119001510
28213|37025042604
28213|37119005609
28213|37119001509
28213|37119005611
28213|37119005605
28213|37025041501
28213|37119005610
28214|37119006010
28214|37119005906
28214|37119006009
28214|37119006103
28214|37119006006
28214|37119004303
28214|37119006104
28214|37119006007
28214|37119004305
28214|37119004000
28214|37119006008
28214|37119004304
28214|37119980100
28214|37119006005
28215|37119001510
28215|37119001609
28215|37119001603
28215|37119005616
28215|37119005618
28215|37119005621
28215|37119005617
28215|37025041502
28215|37119001509
28215|37119001508
28215|37119005619
28215|37119005620
28215|37119001504
28215|37119001608
28215|37119001922
28215|37119005613
28215|37119001507
28215|37119001912
28215|37119005615
28215|37025041501
28216|37119004400
28216|37119006105
28216|37119004100
28216|37119004600
28216|37119004500
28216|37119006109
28216|37119006107
28216|37119006108
28216|37119006106
28216|37119004800
28216|37119004700
28216|37119005401
28216|37119006104
28216|37119006103
28216|37119006010
28217|37119003201
28217|37119005916
28217|37119003805
28217|37119003808
28217|37119003806
28217|37119003103
28217|37119005906
28217|37119003807
28217|37119980100
28217|37119005824
28217|37119003802
28217|37119005912
28217|37119003700
28217|37119003102
28217|37119003106
28219|37119980100
28220|37119003204
28221|37119005404
28222|37119002300
28223|37119005604
28224|37119003106
28226|37119002004
28226|37119005831
28226|37119002903
28226|37119005815
28226|37119003018
28226|37119003015
28226|37119002904
28226|37119005829
28226|37119005826
28226|37119005830
28226|37119003007
28226|37119003017
28226|37119003013
28226|37119003008
28227|37119001911
28227|37119005714
28227|37119005715
28227|37119005706
28227|37119005621
28227|37119001915
28227|37119005711
28227|37025041601
28227|37119005717
28227|37119005812
28227|37119005620
28227|37179020309
28227|37119001922
28227|37119005713
28227|37119001910
28227|37119001921
28227|37119005710
28227|37119005716
28227|37119001912
28227|37119001916
28227|37119001917
28227|37119001923
28227|37179020203
28228|37119004000
28229|37119001912
28230|37119000600
28231|37119000600
28232|37119000600
28233|37119000600
28234|37119000600
28235|37119000600
28236|37119000600
28237|37119000600
28241|37119005909
28244|37119000100
28246|37119000100
28247|37119003008
28256|37119001505
28262|37119005609
28262|37119005518
28262|37025042602
28262|37119005523
28262|37119005520
28262|37119005524
28262|37119005522
28262|37119005512
28262|37119005521
28262|37119005514
28262|37119004100
28262|37119005519
28262|37119005307
28262|37119005611
28262|37119005610
28262|37119005604
28262|37119001505
28266|37119004000
28269|37119005401
28269|37119005514
28269|37119005524
28269|37119006109
28269|37025041303
28269|37119006106
28269|37119005516
28269|37119006107
28269|37119005519
28269|37119005509
28269|37119005515
28269|37119005404
28269|37119005511
28269|37119005403
28269|37119005508
28269|37119005512
28269|37119005517
28269|37119005518
28269|37119005510
28269|37119005522
28269|37119005513
28270|37119002003
28270|37119003015
28270|37119005832
28270|37119005823
28270|37119005812
28270|37119005833
28270|37119002004
28270|37119003016
28270|37119005811
28270|37119005848
28270|37119005847
28270|37119002002
28271|37119005845
28273|37119005909
28273|37119005827
28273|37119005915
28273|37119005910
28273|37119003108
28273|37119005906
28273|37119005912
28273|37119005918
28273|37119005914
28273|37119005916
28273|37119980200
28273|37119005911
28273|37119005913
28273|37119005824
28273|37119005917
28273|37119005907
28273|37119003109
28274|37119002702
28277|37119005837
28277|37119005816
28277|37119005840
28277|37119005831
28277|37119005836
28277|37119005845
28277|37119005817
28277|37119005847
28277|37119005832
28277|37119005815
28277|37119005844
28277|37119005823
28277|37119005839
28277|37119005841
28277|37119002004
28277|37119005843
28277|37119005846
28277|37119005838
28277|37119005842
28278|37119005910
28278|37119005911
28278|37119980100
28278|37119005912
28278|37119005908
28278|37119005909
28278|37119005906
28278|37119005907
28280|37119000100
28281|37119000100
28282|37119000100
28284|37119000100
28285|37119000100
28287|37119003011
28297|37119004600
28299|37119001100
28301|37051001200
28301|37051003800
28301|37051002401
28301|37051001500
28301|37051000200
28301|37051002501
28301|37051001000
28301|37051000800
28301|37051002502
28301|37051001100
28301|37051002402
28301|37051000900
28302|37051003800
28303|37051000900
28303|37051003305
28303|37051000702
28303|37051000600
28303|37051003407
28303|37051000701
28303|37051002100
28303|37051980100
28303|37051002300
28303|37051003304
28303|37051002001
28303|37051002200
28303|37051001800
28304|37051003314
28304|37051002002
28304|37051001902
28304|37051003204
28304|37051003205
28304|37051001700
28304|37051003307
28304|37051000701
28304|37051001903
28304|37051003302
28304|37051003201
28304|37051000600
28304|37093970102
28304|37051003313
28304|37051003203
28304|37051001800
28304|37093970101
28305|37051000701
28305|37051000800
28305|37051000900
28305|37051003800
28305|37051000702
28305|37051000600
28306|37051003102
28306|37051003103
28306|37017950300
